x,y,z,radius
45.5,31.5,31.5,10.87
41.5,31.5,31.5,10.87
37.5,31.5,31.5,10.87
33.5,31.5,31.5,10.87
29.5,31.5,31.5,10.87
25.5,31.5,31.5,10.87
21.5,31.5,31.5,10.87
