x,y,z,radius
32.5,32.5,32.5,20.895
32.5,32.5,8.5,8.93226
32.5,8.5,32.5,8.93226
8.5,32.5,32.5,8.93226
56.5,32.5,32.5,8.87
32.5,56.5,32.5,8.87
32.5,32.5,56.5,8.87
